1,-1.000,0.500,0.000,0.000,0.000,0.000,1
1136,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1137,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1138,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1139,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1140,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1141,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1142,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1143,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1144,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1145,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1146,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1147,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1148,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1149,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1150,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1151,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1152,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1153,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1154,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1155,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1156,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1157,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1158,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1159,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1160,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1161,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1162,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1163,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1164,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1165,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1166,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1167,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1168,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1169,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1170,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1171,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1172,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1173,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1174,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1175,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1176,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1177,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1178,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1179,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1180,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1181,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1182,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1183,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1184,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1185,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1186,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1187,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1188,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1189,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1190,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1191,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1192,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1193,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1194,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1195,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1196,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1197,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1198,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1199,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1200,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1201,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1202,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1203,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1204,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1205,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1206,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1207,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1208,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1209,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1210,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1211,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1212,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1213,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1214,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1215,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1216,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1217,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1218,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1219,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1220,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1221,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1222,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1223,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1224,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1225,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1226,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1227,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1228,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1229,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1230,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1231,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1232,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1233,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1234,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1235,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1236,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1237,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1238,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1239,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1240,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1241,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1242,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1243,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1244,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1245,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1246,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1247,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1248,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1249,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1250,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1251,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1252,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1253,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1254,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1255,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1256,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1257,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1258,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1259,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1260,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1261,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1262,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1263,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1264,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1265,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1266,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1267,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1268,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1269,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1270,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1271,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1272,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1273,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1274,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1275,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1276,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1277,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1278,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1279,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1280,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1281,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1282,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1283,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1284,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1285,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1286,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1287,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1288,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1289,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1290,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1291,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1292,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1293,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1294,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1295,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1296,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1297,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1298,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1299,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1300,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1301,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1302,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1303,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1304,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1305,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1306,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1307,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1308,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1309,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1310,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1311,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1312,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1313,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1314,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1315,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1316,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1317,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1318,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1319,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1320,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1321,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1322,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1323,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1324,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1325,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1326,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1327,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1328,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1329,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1330,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1331,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1332,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1333,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1334,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1335,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1336,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1337,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1338,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1339,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1340,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1341,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1342,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1343,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1344,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1345,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1346,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1347,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1348,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1349,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1350,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1351,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1352,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1353,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1354,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1355,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1356,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1357,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1358,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1359,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1360,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1361,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1362,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1363,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1364,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1365,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1366,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1367,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1368,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1369,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1370,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1371,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1372,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1373,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1374,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1375,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1376,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1377,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1378,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1379,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1380,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1381,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1382,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1383,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1384,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1385,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1386,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1387,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1388,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1389,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1390,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1391,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1392,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1393,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1394,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1395,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1396,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1397,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1398,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1399,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1400,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1401,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1402,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1403,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1404,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1405,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1406,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1407,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1408,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1409,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1410,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1411,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1412,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1413,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1414,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1415,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1416,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1417,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1418,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1419,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1420,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1421,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1422,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1423,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1424,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1425,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1426,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1427,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1428,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1429,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1430,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1431,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1432,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1433,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1434,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1435,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1436,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1437,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1438,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1439,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1440,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1441,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1442,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1443,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1444,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1445,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1446,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1447,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1448,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1449,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1450,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1451,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1452,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1453,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1454,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1455,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1456,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1457,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1458,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1459,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1460,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1461,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1462,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1463,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1464,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1465,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1466,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1467,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1468,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1469,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1470,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1471,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1472,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1473,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1474,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1475,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1476,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1477,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1478,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1479,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1480,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1481,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1482,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1483,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1484,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1485,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1486,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1487,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1488,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1489,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1490,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1491,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1492,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1493,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1494,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1495,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1496,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1497,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1498,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1499,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
1500,-0.336,-1.009,1.499,0.000,-0.000,0.000,23.0
