1,-4.000,-1.000,0.000,0.000,0.000,0.000,2
1142,-2.780,-0.993,1.499,-0.000,0.001,-0.001,7.0
1143,-2.780,-0.994,1.499,-0.000,0.001,-0.001,7.0
1144,-2.780,-0.994,1.499,-0.000,0.001,-0.001,7.0
1145,-2.780,-0.994,1.499,-0.000,0.001,-0.001,7.0
1146,-2.781,-0.994,1.499,-0.000,0.001,-0.001,7.0
1147,-2.781,-0.994,1.499,-0.000,0.001,-0.001,7.0
1148,-2.781,-0.994,1.499,-0.000,0.001,-0.001,7.0
1149,-2.781,-0.994,1.499,-0.000,0.001,-0.001,7.0
1150,-2.782,-0.994,1.499,-0.000,0.001,-0.001,7.0
1151,-2.782,-0.994,1.499,-0.000,0.001,-0.001,7.0
1152,-2.782,-0.995,1.499,-0.000,0.001,-0.001,7.0
1153,-2.782,-0.995,1.499,-0.000,0.001,-0.001,7.0
1154,-2.783,-0.995,1.499,-0.000,0.001,-0.001,7.0
1155,-2.783,-0.995,1.499,-0.000,0.001,-0.001,7.0
1156,-2.783,-0.995,1.499,-0.000,0.001,-0.001,7.0
1157,-2.783,-0.995,1.499,-0.000,0.001,-0.001,7.0
1158,-2.784,-0.995,1.499,-0.000,0.001,-0.001,7.0
1159,-2.784,-0.995,1.499,-0.000,0.001,-0.001,7.0
1160,-2.784,-0.995,1.499,-0.000,0.001,-0.000,7.0
1161,-2.784,-0.995,1.499,-0.000,0.001,-0.000,7.0
1162,-2.784,-0.996,1.499,-0.000,0.001,-0.000,7.0
1163,-2.785,-0.996,1.499,-0.000,0.001,-0.000,7.0
1164,-2.785,-0.996,1.499,-0.000,0.001,-0.000,7.0
1165,-2.785,-0.996,1.499,-0.000,0.001,-0.000,7.0
1166,-2.785,-0.996,1.499,-0.000,0.001,-0.000,7.0
1167,-2.785,-0.996,1.499,-0.000,0.001,-0.000,7.0
1168,-2.786,-0.996,1.499,-0.000,0.001,-0.000,7.0
1169,-2.786,-0.996,1.499,-0.000,0.001,-0.000,7.0
1170,-2.786,-0.996,1.499,-0.000,0.001,-0.000,7.0
1171,-2.786,-0.996,1.499,-0.000,0.001,-0.000,7.0
1172,-2.786,-0.996,1.499,-0.000,0.001,-0.000,7.0
1173,-2.786,-0.996,1.499,-0.000,0.001,-0.000,7.0
1174,-2.787,-0.996,1.499,-0.000,0.001,-0.000,7.0
1175,-2.787,-0.997,1.499,-0.000,0.001,-0.000,7.0
1176,-2.787,-0.997,1.499,-0.000,0.001,-0.000,7.0
1177,-2.787,-0.997,1.499,-0.000,0.001,-0.000,7.0
1178,-2.787,-0.997,1.499,-0.000,0.001,-0.000,7.0
1179,-2.787,-0.997,1.499,-0.000,0.001,-0.000,7.0
1180,-2.788,-0.997,1.499,-0.000,0.001,-0.000,7.0
1181,-2.788,-0.997,1.499,-0.000,0.001,-0.000,7.0
1182,-2.788,-0.997,1.499,-0.000,0.001,-0.000,7.0
1183,-2.788,-0.997,1.499,-0.000,0.001,-0.000,7.0
1184,-2.788,-0.997,1.499,-0.000,0.001,-0.000,7.0
1185,-2.788,-0.997,1.499,-0.000,0.001,-0.000,7.0
1186,-2.789,-0.997,1.499,-0.000,0.001,-0.000,7.0
1187,-2.789,-0.997,1.499,-0.000,0.001,-0.000,7.0
1188,-2.789,-0.997,1.499,-0.000,0.001,-0.000,7.0
1189,-2.789,-0.997,1.499,-0.000,0.001,-0.000,7.0
1190,-2.789,-0.997,1.499,-0.000,0.001,-0.000,7.0
1191,-2.789,-0.998,1.499,-0.000,0.001,-0.000,7.0
1192,-2.789,-0.998,1.499,-0.000,0.001,-0.000,7.0
1193,-2.790,-0.998,1.499,-0.000,0.001,-0.000,7.0
1194,-2.790,-0.998,1.499,-0.000,0.001,-0.000,7.0
1195,-2.790,-0.998,1.499,-0.000,0.001,-0.000,7.0
1196,-2.790,-0.998,1.499,-0.000,0.001,-0.000,7.0
1197,-2.790,-0.998,1.499,-0.000,0.001,-0.000,7.0
1198,-2.790,-0.998,1.499,-0.000,0.001,-0.000,7.0
1199,-2.790,-0.998,1.499,-0.000,0.001,-0.000,7.0
1200,-2.790,-0.998,1.499,-0.000,0.001,-0.000,7.0
1201,-2.791,-0.998,1.499,-0.000,0.001,-0.000,7.0
1202,-2.791,-0.998,1.499,-0.000,0.006,-0.002,7.0
1203,-2.791,-0.998,1.499,-0.000,0.010,-0.004,7.0
1204,-2.791,-0.998,1.499,-0.000,0.010,-0.004,7.0
1205,-2.791,-0.998,1.499,-0.000,0.008,-0.003,7.0
1206,-2.791,-0.998,1.499,-0.000,0.004,-0.002,7.0
1207,-2.791,-0.998,1.499,-0.000,0.001,-0.000,7.0
1208,-2.791,-0.998,1.499,-0.000,-0.002,0.001,7.0
1209,-2.791,-0.998,1.499,-0.000,-0.003,0.001,7.0
1210,-2.791,-0.998,1.499,-0.000,-0.003,0.001,7.0
1211,-2.791,-0.998,1.499,-0.000,-0.001,0.000,7.0
1212,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1213,-2.791,-0.998,1.499,-0.000,0.001,-0.000,7.0
1214,-2.791,-0.998,1.499,-0.000,0.002,-0.001,7.0
1215,-2.791,-0.998,1.499,-0.000,0.002,-0.001,7.0
1216,-2.791,-0.998,1.499,-0.000,0.001,-0.000,7.0
1217,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1218,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1219,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1220,-2.791,-0.998,1.499,-0.000,-0.001,0.000,7.0
1221,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1222,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1223,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1224,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1225,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1226,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1227,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1228,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1229,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1230,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1231,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1232,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1233,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1234,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1235,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1236,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1237,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1238,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1239,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1240,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1241,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1242,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1243,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1244,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1245,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1246,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1247,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1248,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1249,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1250,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1251,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1252,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1253,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1254,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1255,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1256,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1257,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1258,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1259,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1260,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1261,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1262,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1263,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1264,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1265,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1266,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1267,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1268,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1269,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1270,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1271,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1272,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1273,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1274,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1275,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1276,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1277,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1278,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1279,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1280,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1281,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1282,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1283,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1284,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1285,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1286,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1287,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1288,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1289,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1290,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1291,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1292,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1293,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1294,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1295,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1296,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1297,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1298,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1299,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1300,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1301,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1302,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1303,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1304,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1305,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1306,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1307,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1308,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1309,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1310,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1311,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1312,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1313,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1314,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1315,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1316,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1317,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1318,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1319,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1320,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1321,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1322,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1323,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1324,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1325,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1326,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1327,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1328,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1329,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1330,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1331,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1332,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1333,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1334,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1335,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1336,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1337,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1338,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1339,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1340,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1341,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1342,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1343,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1344,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1345,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1346,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1347,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1348,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1349,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1350,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1351,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1352,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1353,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1354,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1355,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1356,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1357,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1358,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1359,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1360,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1361,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1362,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1363,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1364,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1365,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1366,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1367,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1368,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1369,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1370,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1371,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1372,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1373,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1374,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1375,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1376,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1377,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1378,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1379,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1380,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1381,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1382,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1383,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1384,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1385,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1386,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1387,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1388,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1389,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1390,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1391,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1392,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1393,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1394,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1395,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1396,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1397,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1398,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1399,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1400,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1401,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1402,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1403,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1404,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1405,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1406,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1407,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1408,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1409,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1410,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1411,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1412,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1413,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1414,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1415,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1416,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1417,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1418,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1419,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1420,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1421,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1422,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1423,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1424,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1425,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1426,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1427,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1428,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1429,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1430,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1431,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1432,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1433,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1434,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1435,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1436,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1437,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1438,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1439,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1440,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1441,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1442,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1443,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1444,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1445,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1446,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1447,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1448,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1449,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1450,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1451,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1452,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1453,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1454,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1455,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1456,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1457,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1458,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1459,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1460,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1461,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1462,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1463,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1464,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1465,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1466,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1467,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1468,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1469,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1470,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1471,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1472,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1473,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1474,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1475,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1476,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1477,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1478,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1479,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1480,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1481,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1482,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1483,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1484,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1485,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1486,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1487,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1488,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1489,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1490,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1491,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1492,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1493,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1494,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1495,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1496,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1497,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1498,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1499,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1500,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1501,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1502,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1503,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1504,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1505,-2.791,-0.998,1.499,-0.000,0.000,0.000,7.0
1506,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1507,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1508,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1509,-2.791,-0.998,1.499,-0.000,0.000,-0.000,7.0
1510,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1511,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1512,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1513,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1514,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1515,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1516,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1517,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1518,-2.791,-0.998,1.499,-0.000,-0.000,-0.000,7.0
1519,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1520,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
1521,-2.791,-0.998,1.499,-0.000,-0.000,0.000,7.0
